text,isdog
"The Gaon Digital Chart of Gaon Music Chart is a chart that ranks the best-performing songs in South Korea. The data is collected by the Korea Music Content Association (KMCA) and ranks songs according to their performance on the Gaon Download, Streaming and BGM charts. Below is a list of songs that topped the weekly and monthly charts. The actual overall best-performing song on the chart of 2011, T-ara's ""Roly-Poly"", did not top any weekly or monthly chart—becoming the first (and, so far, only) time this feat has happened in the chart's history.",0
"Zaouiat Sidi Ben Hamdoun is a small town and rural commune in Berrechid Province of the Casablanca-Settat region of Morocco. In the 2014 Moroccan census the commune recorded a population of 9521 people living in 1836 households.[1] At the time of the 2004 census, the commune had a total population of 10,039 people living in 1651 households.[2]",0
Nortt / Xasthur is a split album by the American one man band Xasthur and the Danish one man band Nortt. This split album was re-issued on CD and LP by Southern Lord Records with different artwork. The LP version is limited to 1000 copies: 300 on clear vinyl and 700 on black vinyl.,0
"James Johnson Edwards (March 6, 1918 – January 4, 1970) was an American actor in films and television. His most famous role was as Private Peter Moss in the 1949 film Home of the Brave, in which he portrayed a Black soldier experiencing racial prejudice while serving in the South Pacific during World War II.",0
"Samson and Delilah is a 1984 television film adaptation of the biblical story of Samson and Delilah directed by Lee Philips and starring Max von Sydow, Belinda Bauer, Antony Hamilton, Daniel Stern and Victor Mature. Mature played Samson in the 1949 film and had a small cameo as the father of Antony Hamilton's Samson. This was his final acting role. Based on the 1962 novel Husband of Delilah by Eric Linklater, Samson and Delilah originally aired on ABC.",0
"Gah is a village of Chakwal District, Punjab province of Pakistan. It is located in the Union council of Begal at 33°3'45N 72°39'8E,[1] the Naib Nazim or vice president of Begal is from Gah.[2] Gah or Gai is believed to have derived from 'Gohar' a former chieftain of the village. Gohar later became ""Garaha"" and subsequently shortened to ""Gah"".[2]",0
"Matthew Ebden and Samuel Groth were the defending champions but Ebden decided not to participate.Groth partners up with Adam Feeney, but lost in the first round to John Peers and John-Patrick Smith.Peers and Smith then went on to win the title, defeating John Paul Fruttero and Raven Klaasen in the final, 7–6(7–5), 6–4.",0
"Highlands Park Football Club were a South African soccer club based in Highlands North, Johannesburg. The club was founded in 1990 as a successor to the original Highlands Park, founded in 1959, following the sale of the club's license to Jomo Sono and the formation of Jomo Cosmos. and They were promoted to play in the National Soccer League for the 1991 season. After the 1991 season, the club had played well enough to avoid relegation, and was then bought by the relegated NSL club Port Elizabeth Blackpool, as part of a merger deal, where the new team continued to play in Johannesburg and continued to compete with the name ""Highlands Park FC"".[1] When this merged club, once again had managed to avoid relegation after the 1992-season, this at the same time meant, that they ceased to exist. The professional side of the club and its NSL licence, were bought by the new club Welkom Eagles, with a relocation of the team for the 1993 season, now to play 267 km away from Highlands North, in the city known as Welkom.[2]",0
"""Paint My Love"" is a song by Danish soft rock band Michael Learns to Rock. It was released as the first single from their 1997 album Nothing to Lose.[2] It was first released in 1996 from their Greatest Hits album Paint My Love (only in Asia) but later released as a promotional single in 1997 from their fourth album Nothing to Lose.",0
"LOTE or Languages Other Than English is the name given to language subjects besides English in Australia, New York City, and other[vague] schools.  The name evolved from 'heritage language', a term first used to refer to languages other than French and English in Canada.  Later modified in relation to Australia to refer to languages other than English.[1]  LOTEs have often historically been related to the policy of multiculturalism, and tend to reflect the predominant non-English languages spoken in a school's local area, the idea being to play a part in the maintenance of cultural identities in local communities.[citation needed]",0
"Alexander was a sailing ship built by Henry Baldwin and launched in Quebec in 1801. She was registered in London in 1802. She sailed for the British East India Company carrying wheat to New South Wales for the government, before returning to Britain via China. She spent a few years trading with the West Indies before she traveled to New South Wales again, this time transporting convicts. On her return to Britain new owners returned her to trading with the West Indies, but she is no longer listed after 1810 and her ultimate fate is unknown.",0
"The 1st Czechoslovak Mixed Air Division (Czech: 1. československá smíšená letecká divize; Slovak: 1. česko-slovenská zmiešaná letecká divízia) was the air arm of the Czechoslovak armed forces in the Soviet Union during World War II, operating under the operational command of the Soviet Air Force. It existed during 1944 and 1945, being merged into the Czechoslovak Air Force upon the cessation of hostilities.[1]",0
"The Deserter is a 1912 American silent black-and-white two-reel Western film written and directed by Thomas H. Ince.[1] It was released March 15, 1912 and starred Francis Ford and Ethel Grandin. The film was screened in December 2006 at the Museum of Modern Art in New York, as part of a retrospective on Thomas H. Ince.[2][3] The film is available at the Library of Congress.[4]",0
"The Vilna Congregation (בית הכנסת אנשי ווילנה) is a synagogue located in the Society Hill section of Center City, Philadelphia. The synagogue is home to an active congregation with Shabbat and holy day services, is affiliated with Lubavitch of Center City,[1] and is the location of a proposed Center City community mikvah.[2] Menachem Schmidt is the rabbi of the synagogue.[3]",0
"The South Fire was a wildfire that burned on the southeast side of Tomhead Mountain in Shasta-Trinity National Forest in Tehama County, California in the United States. The fire was started by a lightning strike, making it one of 26 reported fires in the area due to thunderstorm. On October 17, the fire had burned 5,332 acres (2,158 ha) and was 75 percent contained. Select trails and roads in the fire area were closed.",0
"Avion Claudette Trudy Henrietta Blackman (born 30 January 1976) is a Trinidadian reggae recording artist, and the wife of Christafari front man Mark Mohr. She has produced three solo albums, as well as providing vocals and bass guitar for Christafari since 2003.[1]",0
"Mohammad Qoli-ye Sofla (Persian: محمدقلي سفلي, also Romanized as Moḩammad Qolī-ye Soflá; also known as Moḩammadqolī)[1] is a village in Chahar Gonbad Rural District, in the Central District of Sirjan County, Kerman Province, Iran. At the 2021 census, its population was 12350000.<ref>",0
